Codi_districte,Nom_districte,Lloc_de_procedencia,Nombre
8,Nou Barris,Comunitat de Madrid,0
8,Nou Barris,Comunitat de Madrid,14
8,Nou Barris,Comunitat de Madrid,2
8,Nou Barris,Comunitat de Madrid,18
8,Nou Barris,Comunitat de Madrid,9
8,Nou Barris,Comunitat de Madrid,25
8,Nou Barris,Comunitat de Madrid,14
8,Nou Barris,Comunitat de Madrid,1
8,Nou Barris,Comunitat de Madrid,21
8,Nou Barris,Comunitat de Madrid,0
8,Nou Barris,Regió de Múrcia,8
8,Nou Barris,Regió de Múrcia,10
8,Nou Barris,Regió de Múrcia,2
8,Nou Barris,Regió de Múrcia,0
8,Nou Barris,Regió de Múrcia,1
8,Nou Barris,Regió de Múrcia,0
8,Nou Barris,Regió de Múrcia,5
8,Nou Barris,Regió de Múrcia,2
8,Nou Barris,Regió de Múrcia,4
8,Nou Barris,Regió de Múrcia,3
8,Nou Barris,Regió de Múrcia,0
8,Nou Barris,Regió de Múrcia,1
8,Nou Barris,Regió de Múrcia,0
8,Nou Barris,Comunitat Foral de Navarra,5
8,Nou Barris,Comunitat Foral de Navarra,5
8,Nou Barris,Comunitat Foral de Navarra,0
8,Nou Barris,Comunitat Foral de Navarra,0
8,Nou Barris,Comunitat Foral de Navarra,1
8,Nou Barris,Comunitat Foral de Navarra,3
8,Nou Barris,Comunitat Foral de Navarra,0
8,Nou Barris,Comunitat Foral de Navarra,1
8,Nou Barris,Comunitat Foral de Navarra,1
8,Nou Barris,Comunitat Foral de Navarra,0
8,Nou Barris,Comunitat Foral de Navarra,0
8,Nou Barris,Comunitat Foral de Navarra,0
8,Nou Barris,Comunitat Foral de Navarra,0
8,Nou Barris,Pais Basc,4
8,Nou Barris,Pais Basc,9
8,Nou Barris,Pais Basc,3
8,Nou Barris,Pais Basc,0
8,Nou Barris,Pais Basc,1
8,Nou Barris,Pais Basc,0
8,Nou Barris,Pais Basc,3
8,Nou Barris,Pais Basc,5
8,Nou Barris,Pais Basc,4
8,Nou Barris,Pais Basc,1
8,Nou Barris,Pais Basc,0
8,Nou Barris,Pais Basc,5
8,Nou Barris,Pais Basc,0
8,Nou Barris,Rioja,0
8,Nou Barris,Rioja,3
8,Nou Barris,Rioja,0
8,Nou Barris,Rioja,0
8,Nou Barris,Rioja,2
8,Nou Barris,Rioja,0
8,Nou Barris,Rioja,0
8,Nou Barris,Rioja,0
8,Nou Barris,Rioja,1
8,Nou Barris,Rioja,0
8,Nou Barris,Rioja,0
8,Nou Barris,Rioja,1
8,Nou Barris,Rioja,0
8,Nou Barris,Ceuta,0
8,Nou Barris,Ceuta,0
8,Nou Barris,Ceuta,0
8,Nou Barris,Ceuta,0
8,Nou Barris,Ceuta,0
8,Nou Barris,Ceuta,0
8,Nou Barris,Ceuta,0
8,Nou Barris,Ceuta,3
8,Nou Barris,Ceuta,0
8,Nou Barris,Ceuta,0
8,Nou Barris,Ceuta,0
8,Nou Barris,Ceuta,1
8,Nou Barris,Ceuta,0
8,Nou Barris,Melilla,0
8,Nou Barris,Melilla,4
8,Nou Barris,Melilla,0
8,Nou Barris,Melilla,0
8,Nou Barris,Melilla,0
8,Nou Barris,Melilla,0
8,Nou Barris,Melilla,0
8,Nou Barris,Melilla,0
8,Nou Barris,Melilla,0
8,Nou Barris,Melilla,1
8,Nou Barris,Melilla,0
8,Nou Barris,Melilla,0
8,Nou Barris,Melilla,0
8,Nou Barris,Estranger,590
8,Nou Barris,Estranger,1072
8,Nou Barris,Estranger,439
8,Nou Barris,Estranger,13
8,Nou Barris,Estranger,216
8,Nou Barris,Estranger,66
8,Nou Barris,Estranger,566
8,Nou Barris,Estranger,372
8,Nou Barris,Estranger,607
8,Nou Barris,Estranger,286
8,Nou Barris,Estranger,33
8,Nou Barris,Estranger,430
8,Nou Barris,Estranger,33
9,Sant Andreu,Andalusia,19
9,Sant Andreu,Andalusia,2
9,Sant Andreu,Andalusia,9
9,Sant Andreu,Andalusia,44
9,Sant Andreu,Andalusia,26
9,Sant Andreu,Andalusia,13
9,Sant Andreu,Andalusia,12
9,Sant Andreu,Aragó,4
9,Sant Andreu,Aragó,2
9,Sant Andreu,Aragó,4
9,Sant Andreu,Aragó,23
9,Sant Andreu,Aragó,6
9,Sant Andreu,Aragó,5
9,Sant Andreu,Aragó,8
9,Sant Andreu,Principat d'Astúries,1
9,Sant Andreu,Principat d'Astúries,0
9,Sant Andreu,Principat d'Astúries,2
9,Sant Andreu,Principat d'Astúries,3
9,Sant Andreu,Principat d'Astúries,4
9,Sant Andreu,Principat d'Astúries,0
9,Sant Andreu,Principat d'Astúries,7
9,Sant Andreu,Illes Balears,2
9,Sant Andreu,Illes Balears,2
9,Sant Andreu,Illes Balears,1
9,Sant Andreu,Illes Balears,15
9,Sant Andreu,Illes Balears,14
9,Sant Andreu,Illes Balears,9
9,Sant Andreu,Illes Balears,4
9,Sant Andreu,Canaries,3
9,Sant Andreu,Canaries,0
9,Sant Andreu,Canaries,5
9,Sant Andreu,Canaries,13
9,Sant Andreu,Canaries,6
9,Sant Andreu,Canaries,3
9,Sant Andreu,Canaries,8
9,Sant Andreu,Cantabria,6
9,Sant Andreu,Cantabria,0
9,Sant Andreu,Cantabria,0
9,Sant Andreu,Cantabria,3
9,Sant Andreu,Cantabria,8
9,Sant Andreu,Cantabria,2
9,Sant Andreu,Cantabria,3
9,Sant Andreu,Castella i Lleó,6
9,Sant Andreu,Castella i Lleó,0
9,Sant Andreu,Castella i Lleó,5
9,Sant Andreu,Castella i Lleó,16
9,Sant Andreu,Castella i Lleó,16
9,Sant Andreu,Castella i Lleó,8
9,Sant Andreu,Castella i Lleó,9
9,Sant Andreu,Castella - la Manxa,10
9,Sant Andreu,Castella - la Manxa,0
9,Sant Andreu,Castella - la Manxa,4
9,Sant Andreu,Castella - la Manxa,13
9,Sant Andreu,Castella - la Manxa,12
9,Sant Andreu,Castella - la Manxa,0
9,Sant Andreu,Castella - la Manxa,1
9,Sant Andreu,Catalunya,253
9,Sant Andreu,Catalunya,66
9,Sant Andreu,Catalunya,298
9,Sant Andreu,Catalunya,884
9,Sant Andreu,Catalunya,505
9,Sant Andreu,Catalunya,294
9,Sant Andreu,Catalunya,339
9,Sant Andreu,Comunitat Valenciana,17
9,Sant Andreu,Comunitat Valenciana,1
9,Sant Andreu,Comunitat Valenciana,15
9,Sant Andreu,Comunitat Valenciana,57
9,Sant Andreu,Comunitat Valenciana,36
9,Sant Andreu,Comunitat Valenciana,19
9,Sant Andreu,Comunitat Valenciana,22
9,Sant Andreu,Extremadura,1
9,Sant Andreu,Extremadura,0
9,Sant Andreu,Extremadura,6
9,Sant Andreu,Extremadura,6
9,Sant Andreu,Extremadura,2
9,Sant Andreu,Extremadura,1
9,Sant Andreu,Extremadura,2
9,Sant Andreu,Galicia,3
9,Sant Andreu,Galicia,2
9,Sant Andreu,Galicia,7
9,Sant Andreu,Galicia,14
9,Sant Andreu,Galicia,21
9,Sant Andreu,Galicia,7
9,Sant Andreu,Galicia,10
9,Sant Andreu,Comunitat de Madrid,25
9,Sant Andreu,Comunitat de Madrid,1
9,Sant Andreu,Comunitat de Madrid,11
9,Sant Andreu,Comunitat de Madrid,39
9,Sant Andreu,Comunitat de Madrid,37
9,Sant Andreu,Comunitat de Madrid,21
9,Sant Andreu,Comunitat de Madrid,22
9,Sant Andreu,Regió de Múrcia,1
9,Sant Andreu,Regió de Múrcia,0
9,Sant Andreu,Regió de Múrcia,2
9,Sant Andreu,Regió de Múrcia,11
9,Sant Andreu,Regió de Múrcia,2
9,Sant Andreu,Regió de Múrcia,4
9,Sant Andreu,Regió de Múrcia,1
9,Sant Andreu,Comunitat Foral de Navarra,2
9,Sant Andreu,Comunitat Foral de Navarra,1
9,Sant Andreu,Comunitat Foral de Navarra,3
9,Sant Andreu,Comunitat Foral de Navarra,7
9,Sant Andreu,Comunitat Foral de Navarra,2
9,Sant Andreu,Comunitat Foral de Navarra,4
9,Sant Andreu,Comunitat Foral de Navarra,1
9,Sant Andreu,Pais Basc,7
9,Sant Andreu,Pais Basc,0
9,Sant Andreu,Pais Basc,1
9,Sant Andreu,Pais Basc,21
9,Sant Andreu,Pais Basc,5
9,Sant Andreu,Pais Basc,8
9,Sant Andreu,Pais Basc,5
9,Sant Andreu,Rioja,0
9,Sant Andreu,Rioja,0
9,Sant Andreu,Rioja,1
9,Sant Andreu,Rioja,2
9,Sant Andreu,Rioja,3
9,Sant Andreu,Rioja,0
9,Sant Andreu,Rioja,3
9,Sant Andreu,Ceuta,0
9,Sant Andreu,Ceuta,0
9,Sant Andreu,Ceuta,0
9,Sant Andreu,Ceuta,0
9,Sant Andreu,Ceuta,0
9,Sant Andreu,Ceuta,0
9,Sant Andreu,Ceuta,0
9,Sant Andreu,Melilla,1
9,Sant Andreu,Melilla,1
9,Sant Andreu,Melilla,0
9,Sant Andreu,Melilla,5
9,Sant Andreu,Melilla,0
9,Sant Andreu,Melilla,0
9,Sant Andreu,Melilla,0
9,Sant Andreu,Estranger,365
9,Sant Andreu,Estranger,35
9,Sant Andreu,Estranger,404
9,Sant Andreu,Estranger,751
9,Sant Andreu,Estranger,660
9,Sant Andreu,Estranger,360
9,Sant Andreu,Estranger,560
10,Sant Marti,Andalusia,63
10,Sant Marti,Andalusia,29
10,Sant Marti,Andalusia,29
10,Sant Marti,Andalusia,15
10,Sant Marti,Andalusia,29
10,Sant Marti,Andalusia,9
10,Sant Marti,Andalusia,32
10,Sant Marti,Andalusia,20
10,Sant Marti,Andalusia,34
10,Sant Marti,Andalusia,42
10,Sant Marti,Aragó,22
10,Sant Marti,Aragó,7
10,Sant Marti,Aragó,3
10,Sant Marti,Aragó,1
10,Sant Marti,Aragó,11
10,Sant Marti,Aragó,4
10,Sant Marti,Aragó,13
10,Sant Marti,Aragó,7
10,Sant Marti,Aragó,10
10,Sant Marti,Aragó,6
10,Sant Marti,Principat d'Astúries,12
10,Sant Marti,Principat d'Astúries,6
10,Sant Marti,Principat d'Astúries,3
10,Sant Marti,Principat d'Astúries,1
10,Sant Marti,Principat d'Astúries,4
10,Sant Marti,Principat d'Astúries,1
10,Sant Marti,Principat d'Astúries,2
10,Sant Marti,Principat d'Astúries,2
10,Sant Marti,Principat d'Astúries,4
10,Sant Marti,Principat d'Astúries,0
10,Sant Marti,Illes Balears,24
10,Sant Marti,Illes Balears,16
10,Sant Marti,Illes Balears,13
10,Sant Marti,Illes Balears,8
10,Sant Marti,Illes Balears,15
10,Sant Marti,Illes Balears,12
10,Sant Marti,Illes Balears,9
10,Sant Marti,Illes Balears,10
10,Sant Marti,Illes Balears,10
10,Sant Marti,Illes Balears,9
10,Sant Marti,Canaries,20
10,Sant Marti,Canaries,17
10,Sant Marti,Canaries,3
10,Sant Marti,Canaries,2
10,Sant Marti,Canaries,22
10,Sant Marti,Canaries,3
10,Sant Marti,Canaries,20
10,Sant Marti,Canaries,4
10,Sant Marti,Canaries,8
10,Sant Marti,Canaries,4
10,Sant Marti,Cantabria,2
10,Sant Marti,Cantabria,5
10,Sant Marti,Cantabria,1
10,Sant Marti,Cantabria,0
10,Sant Marti,Cantabria,0
10,Sant Marti,Cantabria,0
10,Sant Marti,Cantabria,2
10,Sant Marti,Cantabria,2
10,Sant Marti,Cantabria,1
10,Sant Marti,Cantabria,0
10,Sant Marti,Castella i Lleó,21
10,Sant Marti,Castella i Lleó,10
10,Sant Marti,Castella i Lleó,7
10,Sant Marti,Castella i Lleó,4
10,Sant Marti,Castella i Lleó,15
10,Sant Marti,Castella i Lleó,2
10,Sant Marti,Castella i Lleó,6
10,Sant Marti,Castella i Lleó,8
10,Sant Marti,Castella i Lleó,13
10,Sant Marti,Castella i Lleó,17
10,Sant Marti,Castella - la Manxa,5
10,Sant Marti,Castella - la Manxa,13
10,Sant Marti,Castella - la Manxa,3
10,Sant Marti,Castella - la Manxa,1
10,Sant Marti,Castella - la Manxa,3
10,Sant Marti,Castella - la Manxa,0
10,Sant Marti,Castella - la Manxa,15
10,Sant Marti,Castella - la Manxa,12
10,Sant Marti,Castella - la Manxa,6
10,Sant Marti,Castella - la Manxa,13
10,Sant Marti,Catalunya,686
10,Sant Marti,Catalunya,396
10,Sant Marti,Catalunya,217
10,Sant Marti,Catalunya,93
10,Sant Marti,Catalunya,434
10,Sant Marti,Catalunya,175
10,Sant Marti,Catalunya,712
10,Sant Marti,Catalunya,304
10,Sant Marti,Catalunya,394
10,Sant Marti,Catalunya,478
10,Sant Marti,Comunitat Valenciana,63
10,Sant Marti,Comunitat Valenciana,38
10,Sant Marti,Comunitat Valenciana,21
10,Sant Marti,Comunitat Valenciana,10
10,Sant Marti,Comunitat Valenciana,41
10,Sant Marti,Comunitat Valenciana,7
10,Sant Marti,Comunitat Valenciana,41
10,Sant Marti,Comunitat Valenciana,38
10,Sant Marti,Comunitat Valenciana,29
10,Sant Marti,Comunitat Valenciana,21
10,Sant Marti,Extremadura,5
10,Sant Marti,Extremadura,4
10,Sant Marti,Extremadura,0
10,Sant Marti,Extremadura,0
10,Sant Marti,Extremadura,4
10,Sant Marti,Extremadura,0
10,Sant Marti,Extremadura,6
10,Sant Marti,Extremadura,1
10,Sant Marti,Extremadura,7
10,Sant Marti,Extremadura,3
10,Sant Marti,Galicia,35
10,Sant Marti,Galicia,12
10,Sant Marti,Galicia,13
10,Sant Marti,Galicia,6
10,Sant Marti,Galicia,6
10,Sant Marti,Galicia,5
10,Sant Marti,Galicia,16
10,Sant Marti,Galicia,9
10,Sant Marti,Galicia,4
10,Sant Marti,Galicia,7
10,Sant Marti,Comunitat de Madrid,73
10,Sant Marti,Comunitat de Madrid,44
10,Sant Marti,Comunitat de Madrid,21
10,Sant Marti,Comunitat de Madrid,14
10,Sant Marti,Comunitat de Madrid,64
10,Sant Marti,Comunitat de Madrid,22
10,Sant Marti,Comunitat de Madrid,34
10,Sant Marti,Comunitat de Madrid,41
10,Sant Marti,Comunitat de Madrid,21
10,Sant Marti,Comunitat de Madrid,23
10,Sant Marti,Regió de Múrcia,7
10,Sant Marti,Regió de Múrcia,6
10,Sant Marti,Regió de Múrcia,6
10,Sant Marti,Regió de Múrcia,1
10,Sant Marti,Regió de Múrcia,6
10,Sant Marti,Regió de Múrcia,1
10,Sant Marti,Regió de Múrcia,16
10,Sant Marti,Regió de Múrcia,1
10,Sant Marti,Regió de Múrcia,9
10,Sant Marti,Regió de Múrcia,4
10,Sant Marti,Comunitat Foral de Navarra,5
10,Sant Marti,Comunitat Foral de Navarra,1
10,Sant Marti,Comunitat Foral de Navarra,4
10,Sant Marti,Comunitat Foral de Navarra,0
10,Sant Marti,Comunitat Foral de Navarra,2
10,Sant Marti,Comunitat Foral de Navarra,1
10,Sant Marti,Comunitat Foral de Navarra,6
10,Sant Marti,Comunitat Foral de Navarra,2
10,Sant Marti,Comunitat Foral de Navarra,2
10,Sant Marti,Comunitat Foral de Navarra,2
10,Sant Marti,Pais Basc,10
10,Sant Marti,Pais Basc,7
10,Sant Marti,Pais Basc,3
10,Sant Marti,Pais Basc,2
10,Sant Marti,Pais Basc,15
10,Sant Marti,Pais Basc,2
10,Sant Marti,Pais Basc,13
10,Sant Marti,Pais Basc,5
10,Sant Marti,Pais Basc,6
10,Sant Marti,Pais Basc,2
10,Sant Marti,Rioja,5
10,Sant Marti,Rioja,6
10,Sant Marti,Rioja,1
10,Sant Marti,Rioja,0
10,Sant Marti,Rioja,1
10,Sant Marti,Rioja,0
10,Sant Marti,Rioja,4
10,Sant Marti,Rioja,0
10,Sant Marti,Rioja,1
10,Sant Marti,Rioja,3
10,Sant Marti,Ceuta,4
10,Sant Marti,Ceuta,0
10,Sant Marti,Ceuta,0
10,Sant Marti,Ceuta,0
10,Sant Marti,Ceuta,0
10,Sant Marti,Ceuta,0
10,Sant Marti,Ceuta,0
10,Sant Marti,Ceuta,0
10,Sant Marti,Ceuta,1
10,Sant Marti,Ceuta,0
10,Sant Marti,Melilla,3
10,Sant Marti,Melilla,0
10,Sant Marti,Melilla,2
10,Sant Marti,Melilla,0
10,Sant Marti,Melilla,0
10,Sant Marti,Melilla,0
10,Sant Marti,Melilla,1
10,Sant Marti,Melilla,0
10,Sant Marti,Melilla,0
10,Sant Marti,Melilla,0
10,Sant Marti,Estranger,1295
10,Sant Marti,Estranger,729
10,Sant Marti,Estranger,618
10,Sant Marti,Estranger,267
10,Sant Marti,Estranger,996
10,Sant Marti,Estranger,385
10,Sant Marti,Estranger,1298
10,Sant Marti,Estranger,543
10,Sant Marti,Estranger,524
10,Sant Marti,Estranger,515
3,Sants-Montjuic,Andalusia,90
3,Sants-Montjuic,Andalusia,1
3,Sants-Montjuic,Andalusia,29
3,Sants-Montjuic,Andalusia,10
3,Sants-Montjuic,Andalusia,29
3,Sants-Montjuic,Andalusia,30
3,Sants-Montjuic,Andalusia,28
3,Sants-Montjuic,Andalusia,73
3,Sants-Montjuic,Aragó,18
3,Sants-Montjuic,Aragó,0
3,Sants-Montjuic,Aragó,14
3,Sants-Montjuic,Aragó,10
3,Sants-Montjuic,Aragó,10
3,Sants-Montjuic,Aragó,8
3,Sants-Montjuic,Aragó,14
3,Sants-Montjuic,Aragó,29
3,Sants-Montjuic,Principat d'Astúries,3
3,Sants-Montjuic,Principat d'Astúries,0
3,Sants-Montjuic,Principat d'Astúries,2
3,Sants-Montjuic,Principat d'Astúries,6
3,Sants-Montjuic,Principat d'Astúries,8
3,Sants-Montjuic,Principat d'Astúries,4
3,Sants-Montjuic,Principat d'Astúries,4
3,Sants-Montjuic,Principat d'Astúries,2
3,Sants-Montjuic,Illes Balears,27
3,Sants-Montjuic,Illes Balears,2
3,Sants-Montjuic,Illes Balears,16
3,Sants-Montjuic,Illes Balears,9
3,Sants-Montjuic,Illes Balears,17
3,Sants-Montjuic,Illes Balears,13
3,Sants-Montjuic,Illes Balears,16
3,Sants-Montjuic,Illes Balears,36
3,Sants-Montjuic,Canaries,29
3,Sants-Montjuic,Canaries,0
3,Sants-Montjuic,Canaries,17
3,Sants-Montjuic,Canaries,9
3,Sants-Montjuic,Canaries,9
3,Sants-Montjuic,Canaries,11
3,Sants-Montjuic,Canaries,13
3,Sants-Montjuic,Canaries,16
3,Sants-Montjuic,Cantabria,8
3,Sants-Montjuic,Cantabria,0
3,Sants-Montjuic,Cantabria,4
3,Sants-Montjuic,Cantabria,2
3,Sants-Montjuic,Cantabria,3
3,Sants-Montjuic,Cantabria,2
3,Sants-Montjuic,Cantabria,1
3,Sants-Montjuic,Cantabria,7
3,Sants-Montjuic,Castella i Lleó,17
3,Sants-Montjuic,Castella i Lleó,1
3,Sants-Montjuic,Castella i Lleó,15
3,Sants-Montjuic,Castella i Lleó,9
3,Sants-Montjuic,Castella i Lleó,24
3,Sants-Montjuic,Castella i Lleó,7
3,Sants-Montjuic,Castella i Lleó,9
3,Sants-Montjuic,Castella i Lleó,23
3,Sants-Montjuic,Castella - la Manxa,13
3,Sants-Montjuic,Castella - la Manxa,0
3,Sants-Montjuic,Castella - la Manxa,9
3,Sants-Montjuic,Castella - la Manxa,0
3,Sants-Montjuic,Castella - la Manxa,7
3,Sants-Montjuic,Castella - la Manxa,2
3,Sants-Montjuic,Castella - la Manxa,1
3,Sants-Montjuic,Castella - la Manxa,11
3,Sants-Montjuic,Catalunya,800
3,Sants-Montjuic,Catalunya,29
3,Sants-Montjuic,Catalunya,616
3,Sants-Montjuic,Catalunya,187
3,Sants-Montjuic,Catalunya,408
3,Sants-Montjuic,Catalunya,522
3,Sants-Montjuic,Catalunya,690
3,Sants-Montjuic,Catalunya,962
3,Sants-Montjuic,Comunitat Valenciana,72
3,Sants-Montjuic,Comunitat Valenciana,0
3,Sants-Montjuic,Comunitat Valenciana,35
3,Sants-Montjuic,Comunitat Valenciana,25
3,Sants-Montjuic,Comunitat Valenciana,34
3,Sants-Montjuic,Comunitat Valenciana,24
3,Sants-Montjuic,Comunitat Valenciana,26
3,Sants-Montjuic,Comunitat Valenciana,81
3,Sants-Montjuic,Extremadura,13
3,Sants-Montjuic,Extremadura,0
3,Sants-Montjuic,Extremadura,2
3,Sants-Montjuic,Extremadura,3
3,Sants-Montjuic,Extremadura,11
3,Sants-Montjuic,Extremadura,1
3,Sants-Montjuic,Extremadura,1
3,Sants-Montjuic,Extremadura,10
3,Sants-Montjuic,Galicia,20
3,Sants-Montjuic,Galicia,0
3,Sants-Montjuic,Galicia,6
3,Sants-Montjuic,Galicia,8
3,Sants-Montjuic,Galicia,16
3,Sants-Montjuic,Galicia,20
3,Sants-Montjuic,Galicia,18
3,Sants-Montjuic,Galicia,24
3,Sants-Montjuic,Comunitat de Madrid,78
3,Sants-Montjuic,Comunitat de Madrid,0
3,Sants-Montjuic,Comunitat de Madrid,56
3,Sants-Montjuic,Comunitat de Madrid,21
3,Sants-Montjuic,Comunitat de Madrid,22
3,Sants-Montjuic,Comunitat de Madrid,26
3,Sants-Montjuic,Comunitat de Madrid,45
3,Sants-Montjuic,Comunitat de Madrid,78
3,Sants-Montjuic,Regió de Múrcia,10
3,Sants-Montjuic,Regió de Múrcia,0
3,Sants-Montjuic,Regió de Múrcia,6
3,Sants-Montjuic,Regió de Múrcia,2
3,Sants-Montjuic,Regió de Múrcia,7
3,Sants-Montjuic,Regió de Múrcia,4
3,Sants-Montjuic,Regió de Múrcia,6
3,Sants-Montjuic,Regió de Múrcia,11
3,Sants-Montjuic,Comunitat Foral de Navarra,4
3,Sants-Montjuic,Comunitat Foral de Navarra,0
3,Sants-Montjuic,Comunitat Foral de Navarra,2
3,Sants-Montjuic,Comunitat Foral de Navarra,0
3,Sants-Montjuic,Comunitat Foral de Navarra,4
3,Sants-Montjuic,Comunitat Foral de Navarra,0
3,Sants-Montjuic,Comunitat Foral de Navarra,7
3,Sants-Montjuic,Comunitat Foral de Navarra,7
3,Sants-Montjuic,Pais Basc,33
3,Sants-Montjuic,Pais Basc,1
3,Sants-Montjuic,Pais Basc,15
3,Sants-Montjuic,Pais Basc,5
3,Sants-Montjuic,Pais Basc,15
3,Sants-Montjuic,Pais Basc,6
3,Sants-Montjuic,Pais Basc,12
3,Sants-Montjuic,Pais Basc,25
3,Sants-Montjuic,Rioja,2
3,Sants-Montjuic,Rioja,0
3,Sants-Montjuic,Rioja,0
3,Sants-Montjuic,Rioja,1
3,Sants-Montjuic,Rioja,0
3,Sants-Montjuic,Rioja,0
3,Sants-Montjuic,Rioja,0
3,Sants-Montjuic,Rioja,5
3,Sants-Montjuic,Ceuta,1
3,Sants-Montjuic,Ceuta,0
3,Sants-Montjuic,Ceuta,1
3,Sants-Montjuic,Ceuta,0
3,Sants-Montjuic,Ceuta,0
3,Sants-Montjuic,Ceuta,2
3,Sants-Montjuic,Ceuta,1
3,Sants-Montjuic,Ceuta,0
3,Sants-Montjuic,Melilla,2
3,Sants-Montjuic,Melilla,0
3,Sants-Montjuic,Melilla,5
3,Sants-Montjuic,Melilla,0
3,Sants-Montjuic,Melilla,1
3,Sants-Montjuic,Melilla,0
3,Sants-Montjuic,Melilla,2
3,Sants-Montjuic,Melilla,5
3,Sants-Montjuic,Estranger,2088
3,Sants-Montjuic,Estranger,19
3,Sants-Montjuic,Estranger,850
3,Sants-Montjuic,Estranger,392
3,Sants-Montjuic,Estranger,666
3,Sants-Montjuic,Estranger,448
3,Sants-Montjuic,Estranger,752
3,Sants-Montjuic,Estranger,1825
5,Sarria-Sant Gervasi,Andalusia,1
5,Sarria-Sant Gervasi,Andalusia,32
5,Sarria-Sant Gervasi,Andalusia,4
5,Sarria-Sant Gervasi,Andalusia,26
5,Sarria-Sant Gervasi,Andalusia,33
5,Sarria-Sant Gervasi,Andalusia,29
5,Sarria-Sant Gervasi,Aragó,0
5,Sarria-Sant Gervasi,Aragó,5
5,Sarria-Sant Gervasi,Aragó,3
5,Sarria-Sant Gervasi,Aragó,11
5,Sarria-Sant Gervasi,Aragó,11
5,Sarria-Sant Gervasi,Aragó,13
5,Sarria-Sant Gervasi,Principat d'Astúries,0
5,Sarria-Sant Gervasi,Principat d'Astúries,1
5,Sarria-Sant Gervasi,Principat d'Astúries,1
5,Sarria-Sant Gervasi,Principat d'Astúries,2
5,Sarria-Sant Gervasi,Principat d'Astúries,5
5,Sarria-Sant Gervasi,Principat d'Astúries,6
5,Sarria-Sant Gervasi,Illes Balears,3
5,Sarria-Sant Gervasi,Illes Balears,28
5,Sarria-Sant Gervasi,Illes Balears,19
5,Sarria-Sant Gervasi,Illes Balears,39
5,Sarria-Sant Gervasi,Illes Balears,44
5,Sarria-Sant Gervasi,Illes Balears,30
5,Sarria-Sant Gervasi,Canaries,0
5,Sarria-Sant Gervasi,Canaries,9
5,Sarria-Sant Gervasi,Canaries,6
5,Sarria-Sant Gervasi,Canaries,19
5,Sarria-Sant Gervasi,Canaries,10
5,Sarria-Sant Gervasi,Canaries,26
5,Sarria-Sant Gervasi,Cantabria,0
5,Sarria-Sant Gervasi,Cantabria,0
5,Sarria-Sant Gervasi,Cantabria,0
5,Sarria-Sant Gervasi,Cantabria,5
5,Sarria-Sant Gervasi,Cantabria,3
5,Sarria-Sant Gervasi,Cantabria,0
5,Sarria-Sant Gervasi,Castella i Lleó,0
5,Sarria-Sant Gervasi,Castella i Lleó,2
5,Sarria-Sant Gervasi,Castella i Lleó,8
5,Sarria-Sant Gervasi,Castella i Lleó,4
5,Sarria-Sant Gervasi,Castella i Lleó,15
5,Sarria-Sant Gervasi,Castella i Lleó,10
5,Sarria-Sant Gervasi,Castella - la Manxa,1
5,Sarria-Sant Gervasi,Castella - la Manxa,0
5,Sarria-Sant Gervasi,Castella - la Manxa,1
5,Sarria-Sant Gervasi,Castella - la Manxa,7
5,Sarria-Sant Gervasi,Castella - la Manxa,5
5,Sarria-Sant Gervasi,Castella - la Manxa,6
5,Sarria-Sant Gervasi,Catalunya,66
5,Sarria-Sant Gervasi,Catalunya,420
5,Sarria-Sant Gervasi,Catalunya,278
5,Sarria-Sant Gervasi,Catalunya,386
5,Sarria-Sant Gervasi,Catalunya,706
5,Sarria-Sant Gervasi,Catalunya,441
5,Sarria-Sant Gervasi,Comunitat Valenciana,0
5,Sarria-Sant Gervasi,Comunitat Valenciana,23
5,Sarria-Sant Gervasi,Comunitat Valenciana,20
5,Sarria-Sant Gervasi,Comunitat Valenciana,16
5,Sarria-Sant Gervasi,Comunitat Valenciana,38
5,Sarria-Sant Gervasi,Comunitat Valenciana,44
5,Sarria-Sant Gervasi,Extremadura,0
5,Sarria-Sant Gervasi,Extremadura,4
5,Sarria-Sant Gervasi,Extremadura,0
5,Sarria-Sant Gervasi,Extremadura,1
5,Sarria-Sant Gervasi,Extremadura,2
5,Sarria-Sant Gervasi,Extremadura,7
5,Sarria-Sant Gervasi,Galicia,1
5,Sarria-Sant Gervasi,Galicia,4
5,Sarria-Sant Gervasi,Galicia,3
5,Sarria-Sant Gervasi,Galicia,13
5,Sarria-Sant Gervasi,Galicia,21
5,Sarria-Sant Gervasi,Galicia,20
5,Sarria-Sant Gervasi,Comunitat de Madrid,5
5,Sarria-Sant Gervasi,Comunitat de Madrid,31
5,Sarria-Sant Gervasi,Comunitat de Madrid,28
5,Sarria-Sant Gervasi,Comunitat de Madrid,54
5,Sarria-Sant Gervasi,Comunitat de Madrid,88
5,Sarria-Sant Gervasi,Comunitat de Madrid,44
5,Sarria-Sant Gervasi,Regió de Múrcia,0
5,Sarria-Sant Gervasi,Regió de Múrcia,3
5,Sarria-Sant Gervasi,Regió de Múrcia,2
5,Sarria-Sant Gervasi,Regió de Múrcia,4
5,Sarria-Sant Gervasi,Regió de Múrcia,2
5,Sarria-Sant Gervasi,Regió de Múrcia,9
5,Sarria-Sant Gervasi,Comunitat Foral de Navarra,1
5,Sarria-Sant Gervasi,Comunitat Foral de Navarra,0
