Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Lloc_de_procedencia,Nombre
2018,8,Nou Barris,49,Canyelles,Cantabria,0
2018,8,Nou Barris,50,les Roquetes,Cantabria,2
2018,8,Nou Barris,51,Verdun,Cantabria,0
2018,8,Nou Barris,52,la Prosperitat,Cantabria,1
2018,8,Nou Barris,53,la Trinitat Nova,Cantabria,2
2018,8,Nou Barris,54,Torre Baró,Cantabria,1
2018,8,Nou Barris,55,Ciutat Meridiana,Cantabria,1
2018,8,Nou Barris,56,Vallbona,Cantabria,0
2018,9,Sant Andreu,57,la Trinitat Vella,Cantabria,6
2018,9,Sant Andreu,58,Baró de Viver,Cantabria,0
2018,9,Sant Andreu,59,el Bon Pastor,Cantabria,0
2018,9,Sant Andreu,60,Sant Andreu,Cantabria,3
2018,9,Sant Andreu,61,la Sagrera,Cantabria,8
2018,9,Sant Andreu,62,el Congrés i els Indians,Cantabria,2
2018,9,Sant Andreu,63,Navas,Cantabria,3
2018,10,Sant Marti,64,el Camp de l'Arpa del Clot,Cantabria,2
2018,10,Sant Marti,65,el Clot,Cantabria,5
2018,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,Cantabria,1
2018,10,Sant Marti,67,la Vila Olimpica del Poblenou,Cantabria,0
2018,10,Sant Marti,68,el Poblenou,Cantabria,0
2018,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,Cantabria,0
2018,10,Sant Marti,70,el Besòs i el Maresme,Cantabria,2
2018,10,Sant Marti,71,Provençals del Poblenou,Cantabria,2
2018,10,Sant Marti,72,Sant Marti de Provençals,Cantabria,1
2018,10,Sant Marti,73,la Verneda i la Pau,Cantabria,0
2018,1,Ciutat Vella,1,el Raval,Castella i Lleó,28
2018,1,Ciutat Vella,2,el Barri Gòtic,Castella i Lleó,21
2018,1,Ciutat Vella,3,la Barceloneta,Castella i Lleó,9
2018,1,Ciutat Vella,4,Sant Pere,Castella i Lleó,9
2018,2,Eixample,5,el Fort Pienc,Castella i Lleó,19
2018,2,Eixample,6,la Sagrada Familia,Castella i Lleó,29
2018,2,Eixample,7,la Dreta de l'Eixample,Castella i Lleó,22
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Castella i Lleó,19
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,Castella i Lleó,40
2018,2,Eixample,10,Sant Antoni,Castella i Lleó,17
2018,3,Sants-Montjuic,11,el Poble Sec,Castella i Lleó,17
2018,3,Sants-Montjuic,12,la Marina del Prat Vermell,Castella i Lleó,1
2018,3,Sants-Montjuic,13,la Marina de Port,Castella i Lleó,15
2018,3,Sants-Montjuic,14,la Font de la Guatlla,Castella i Lleó,9
2018,3,Sants-Montjuic,15,Hostafrancs,Castella i Lleó,24
2018,3,Sants-Montjuic,16,la Bordeta,Castella i Lleó,7
2018,3,Sants-Montjuic,17,Sants - Badal,Castella i Lleó,9
2018,3,Sants-Montjuic,18,Sants,Castella i Lleó,23
2018,4,Les Corts,19,les Corts,Castella i Lleó,18
2018,4,Les Corts,20,la Maternitat i Sant Ramon,Castella i Lleó,16
2018,4,Les Corts,21,Pedralbes,Castella i Lleó,9
2018,5,Sarria-Sant Gervasi,22,Vallvidrera,Castella i Lleó,0
2018,5,Sarria-Sant Gervasi,23,Sarria,Castella i Lleó,2
2018,5,Sarria-Sant Gervasi,24,les Tres Torres,Castella i Lleó,8
2018,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,Castella i Lleó,4
2018,5,Sarria-Sant Gervasi,26,Sant Gervasi - Galvany,Castella i Lleó,15
2018,5,Sarria-Sant Gervasi,27,el Putxet i el Farró,Castella i Lleó,10
2018,6,Gracia,28,Vallcarca i els Penitents,Castella i Lleó,3
2018,6,Gracia,29,el Coll,Castella i Lleó,3
2018,6,Gracia,30,la Salut,Castella i Lleó,5
2018,6,Gracia,31,la Vila de Gracia,Castella i Lleó,29
2018,6,Gracia,32,el Camp d'en Grassot i Gracia Nova,Castella i Lleó,12
2018,7,Horta-Guinardó,33,el Baix Guinardó,Castella i Lleó,13
2018,7,Horta-Guinardó,34,Can Baró,Castella i Lleó,5
2018,7,Horta-Guinardó,35,el Guinardó,Castella i Lleó,18
2018,7,Horta-Guinardó,36,la Font d'en Fargues,Castella i Lleó,5
2018,7,Horta-Guinardó,37,el Carmel,Castella i Lleó,8
2018,7,Horta-Guinardó,38,la Teixonera,Castella i Lleó,4
2018,7,Horta-Guinardó,39,Sant Genis dels Agudells,Castella i Lleó,1
2018,7,Horta-Guinardó,40,Montbau,Castella i Lleó,5
2018,7,Horta-Guinardó,41,la Vall d'Hebron,Castella i Lleó,7
2018,7,Horta-Guinardó,42,la Clota,Castella i Lleó,0
2018,7,Horta-Guinardó,43,Horta,Castella i Lleó,9
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Castella i Lleó,12
2018,8,Nou Barris,45,Porta,Castella i Lleó,9
2018,8,Nou Barris,46,el Turó de la Peira,Castella i Lleó,3
2018,8,Nou Barris,47,Can Peguera,Castella i Lleó,0
2018,8,Nou Barris,48,la Guineueta,Castella i Lleó,5
2018,8,Nou Barris,49,Canyelles,Castella i Lleó,2
2018,8,Nou Barris,50,les Roquetes,Castella i Lleó,3
2018,8,Nou Barris,51,Verdun,Castella i Lleó,5
2018,8,Nou Barris,52,la Prosperitat,Castella i Lleó,5
2018,8,Nou Barris,53,la Trinitat Nova,Castella i Lleó,1
2018,8,Nou Barris,54,Torre Baró,Castella i Lleó,0
2018,8,Nou Barris,55,Ciutat Meridiana,Castella i Lleó,8
2018,8,Nou Barris,56,Vallbona,Castella i Lleó,1
2018,9,Sant Andreu,57,la Trinitat Vella,Castella i Lleó,6
2018,9,Sant Andreu,58,Baró de Viver,Castella i Lleó,0
2018,9,Sant Andreu,59,el Bon Pastor,Castella i Lleó,5
2018,9,Sant Andreu,60,Sant Andreu,Castella i Lleó,16
2018,9,Sant Andreu,61,la Sagrera,Castella i Lleó,16
2018,9,Sant Andreu,62,el Congrés i els Indians,Castella i Lleó,8
2018,9,Sant Andreu,63,Navas,Castella i Lleó,9
2018,10,Sant Marti,64,el Camp de l'Arpa del Clot,Castella i Lleó,21
2018,10,Sant Marti,65,el Clot,Castella i Lleó,10
2018,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,Castella i Lleó,7
2018,10,Sant Marti,67,la Vila Olimpica del Poblenou,Castella i Lleó,4
2018,10,Sant Marti,68,el Poblenou,Castella i Lleó,15
2018,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,Castella i Lleó,2
2018,10,Sant Marti,70,el Besòs i el Maresme,Castella i Lleó,6
2018,10,Sant Marti,71,Provençals del Poblenou,Castella i Lleó,8
2018,10,Sant Marti,72,Sant Marti de Provençals,Castella i Lleó,13
2018,10,Sant Marti,73,la Verneda i la Pau,Castella i Lleó,17
2018,1,Ciutat Vella,1,el Raval,Castella - la Manxa,17
2018,1,Ciutat Vella,2,el Barri Gòtic,Castella - la Manxa,21
2018,1,Ciutat Vella,3,la Barceloneta,Castella - la Manxa,3
2018,1,Ciutat Vella,4,Sant Pere,Castella - la Manxa,8
2018,2,Eixample,5,el Fort Pienc,Castella - la Manxa,6
2018,2,Eixample,6,la Sagrada Familia,Castella - la Manxa,18
2018,2,Eixample,7,la Dreta de l'Eixample,Castella - la Manxa,15
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Castella - la Manxa,5
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,Castella - la Manxa,22
2018,2,Eixample,10,Sant Antoni,Castella - la Manxa,11
2018,3,Sants-Montjuic,11,el Poble Sec,Castella - la Manxa,13
2018,3,Sants-Montjuic,12,la Marina del Prat Vermell,Castella - la Manxa,0
2018,3,Sants-Montjuic,13,la Marina de Port,Castella - la Manxa,9
2018,3,Sants-Montjuic,14,la Font de la Guatlla,Castella - la Manxa,0
2018,3,Sants-Montjuic,15,Hostafrancs,Castella - la Manxa,7
2018,3,Sants-Montjuic,16,la Bordeta,Castella - la Manxa,2
2018,3,Sants-Montjuic,17,Sants - Badal,Castella - la Manxa,1
2018,3,Sants-Montjuic,18,Sants,Castella - la Manxa,11
2018,4,Les Corts,19,les Corts,Castella - la Manxa,10
2018,4,Les Corts,20,la Maternitat i Sant Ramon,Castella - la Manxa,4
2018,4,Les Corts,21,Pedralbes,Castella - la Manxa,6
2018,5,Sarria-Sant Gervasi,22,Vallvidrera,Castella - la Manxa,1
2018,5,Sarria-Sant Gervasi,23,Sarria,Castella - la Manxa,0
2018,5,Sarria-Sant Gervasi,24,les Tres Torres,Castella - la Manxa,1
2018,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,Castella - la Manxa,7
2018,5,Sarria-Sant Gervasi,26,Sant Gervasi - Galvany,Castella - la Manxa,5
2018,5,Sarria-Sant Gervasi,27,el Putxet i el Farró,Castella - la Manxa,6
2018,6,Gracia,28,Vallcarca i els Penitents,Castella - la Manxa,3
2018,6,Gracia,29,el Coll,Castella - la Manxa,0
2018,6,Gracia,30,la Salut,Castella - la Manxa,2
2018,6,Gracia,31,la Vila de Gracia,Castella - la Manxa,12
2018,6,Gracia,32,el Camp d'en Grassot i Gracia Nova,Castella - la Manxa,9
2018,7,Horta-Guinardó,33,el Baix Guinardó,Castella - la Manxa,1
2018,7,Horta-Guinardó,34,Can Baró,Castella - la Manxa,0
2018,7,Horta-Guinardó,35,el Guinardó,Castella - la Manxa,12
2018,7,Horta-Guinardó,36,la Font d'en Fargues,Castella - la Manxa,0
2018,7,Horta-Guinardó,37,el Carmel,Castella - la Manxa,14
2018,7,Horta-Guinardó,38,la Teixonera,Castella - la Manxa,3
2018,7,Horta-Guinardó,39,Sant Genis dels Agudells,Castella - la Manxa,1
2018,7,Horta-Guinardó,40,Montbau,Castella - la Manxa,0
2018,7,Horta-Guinardó,41,la Vall d'Hebron,Castella - la Manxa,0
2018,7,Horta-Guinardó,42,la Clota,Castella - la Manxa,1
2018,7,Horta-Guinardó,43,Horta,Castella - la Manxa,4
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Castella - la Manxa,7
2018,8,Nou Barris,45,Porta,Castella - la Manxa,7
2018,8,Nou Barris,46,el Turó de la Peira,Castella - la Manxa,2
2018,8,Nou Barris,47,Can Peguera,Castella - la Manxa,0
2018,8,Nou Barris,48,la Guineueta,Castella - la Manxa,3
2018,8,Nou Barris,49,Canyelles,Castella - la Manxa,1
2018,8,Nou Barris,50,les Roquetes,Castella - la Manxa,2
2018,8,Nou Barris,51,Verdun,Castella - la Manxa,6
2018,8,Nou Barris,52,la Prosperitat,Castella - la Manxa,6
2018,8,Nou Barris,53,la Trinitat Nova,Castella - la Manxa,1
2018,8,Nou Barris,54,Torre Baró,Castella - la Manxa,0
2018,8,Nou Barris,55,Ciutat Meridiana,Castella - la Manxa,4
2018,8,Nou Barris,56,Vallbona,Castella - la Manxa,0
2018,9,Sant Andreu,57,la Trinitat Vella,Castella - la Manxa,10
2018,9,Sant Andreu,58,Baró de Viver,Castella - la Manxa,0
2018,9,Sant Andreu,59,el Bon Pastor,Castella - la Manxa,4
2018,9,Sant Andreu,60,Sant Andreu,Castella - la Manxa,13
2018,9,Sant Andreu,61,la Sagrera,Castella - la Manxa,12
2018,9,Sant Andreu,62,el Congrés i els Indians,Castella - la Manxa,0
2018,9,Sant Andreu,63,Navas,Castella - la Manxa,1
2018,10,Sant Marti,64,el Camp de l'Arpa del Clot,Castella - la Manxa,5
2018,10,Sant Marti,65,el Clot,Castella - la Manxa,13
2018,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,Castella - la Manxa,3
2018,10,Sant Marti,67,la Vila Olimpica del Poblenou,Castella - la Manxa,1
2018,10,Sant Marti,68,el Poblenou,Castella - la Manxa,3
2018,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,Castella - la Manxa,0
2018,10,Sant Marti,70,el Besòs i el Maresme,Castella - la Manxa,15
2018,10,Sant Marti,71,Provençals del Poblenou,Castella - la Manxa,12
2018,10,Sant Marti,72,Sant Marti de Provençals,Castella - la Manxa,6
2018,10,Sant Marti,73,la Verneda i la Pau,Castella - la Manxa,13
2018,1,Ciutat Vella,1,el Raval,Catalunya,1165
2018,1,Ciutat Vella,2,el Barri Gòtic,Catalunya,578
2018,1,Ciutat Vella,3,la Barceloneta,Catalunya,323
2018,1,Ciutat Vella,4,Sant Pere,Catalunya,553
2018,2,Eixample,5,el Fort Pienc,Catalunya,544
2018,2,Eixample,6,la Sagrada Familia,Catalunya,862
2018,2,Eixample,7,la Dreta de l'Eixample,Catalunya,653
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Catalunya,767
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,Catalunya,1054
2018,2,Eixample,10,Sant Antoni,Catalunya,661
2018,3,Sants-Montjuic,11,el Poble Sec,Catalunya,800
2018,3,Sants-Montjuic,12,la Marina del Prat Vermell,Catalunya,29
2018,3,Sants-Montjuic,13,la Marina de Port,Catalunya,616
2018,3,Sants-Montjuic,14,la Font de la Guatlla,Catalunya,187
2018,3,Sants-Montjuic,15,Hostafrancs,Catalunya,408
2018,3,Sants-Montjuic,16,la Bordeta,Catalunya,522
2018,3,Sants-Montjuic,17,Sants - Badal,Catalunya,690
2018,3,Sants-Montjuic,18,Sants,Catalunya,962
2018,4,Les Corts,19,les Corts,Catalunya,867
2018,4,Les Corts,20,la Maternitat i Sant Ramon,Catalunya,521
2018,4,Les Corts,21,Pedralbes,Catalunya,191
2018,5,Sarria-Sant Gervasi,22,Vallvidrera,Catalunya,66
2018,5,Sarria-Sant Gervasi,23,Sarria,Catalunya,420
2018,5,Sarria-Sant Gervasi,24,les Tres Torres,Catalunya,278
2018,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,Catalunya,386
2018,5,Sarria-Sant Gervasi,26,Sant Gervasi - Galvany,Catalunya,706
2018,5,Sarria-Sant Gervasi,27,el Putxet i el Farró,Catalunya,441
2018,6,Gracia,28,Vallcarca i els Penitents,Catalunya,231
2018,6,Gracia,29,el Coll,Catalunya,112
2018,6,Gracia,30,la Salut,Catalunya,203
2018,6,Gracia,31,la Vila de Gracia,Catalunya,889
2018,6,Gracia,32,el Camp d'en Grassot i Gracia Nova,Catalunya,525
2018,7,Horta-Guinardó,33,el Baix Guinardó,Catalunya,390
2018,7,Horta-Guinardó,34,Can Baró,Catalunya,148
2018,7,Horta-Guinardó,35,el Guinardó,Catalunya,577
2018,7,Horta-Guinardó,36,la Font d'en Fargues,Catalunya,119
2018,7,Horta-Guinardó,37,el Carmel,Catalunya,544
2018,7,Horta-Guinardó,38,la Teixonera,Catalunya,210
2018,7,Horta-Guinardó,39,Sant Genis dels Agudells,Catalunya,165
2018,7,Horta-Guinardó,40,Montbau,Catalunya,99
2018,7,Horta-Guinardó,41,la Vall d'Hebron,Catalunya,77
2018,7,Horta-Guinardó,42,la Clota,Catalunya,16
2018,7,Horta-Guinardó,43,Horta,Catalunya,454
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Catalunya,440
2018,8,Nou Barris,45,Porta,Catalunya,546
2018,8,Nou Barris,46,el Turó de la Peira,Catalunya,325
2018,8,Nou Barris,47,Can Peguera,Catalunya,38
2018,8,Nou Barris,48,la Guineueta,Catalunya,184
2018,8,Nou Barris,49,Canyelles,Catalunya,84
2018,8,Nou Barris,50,les Roquetes,Catalunya,342
2018,8,Nou Barris,51,Verdun,Catalunya,244
2018,8,Nou Barris,52,la Prosperitat,Catalunya,513
2018,8,Nou Barris,53,la Trinitat Nova,Catalunya,213
2018,8,Nou Barris,54,Torre Baró,Catalunya,61
2018,8,Nou Barris,55,Ciutat Meridiana,Catalunya,246
2018,8,Nou Barris,56,Vallbona,Catalunya,29
2018,9,Sant Andreu,57,la Trinitat Vella,Catalunya,253
2018,9,Sant Andreu,58,Baró de Viver,Catalunya,66
2018,9,Sant Andreu,59,el Bon Pastor,Catalunya,298
2018,9,Sant Andreu,60,Sant Andreu,Catalunya,884
2018,9,Sant Andreu,61,la Sagrera,Catalunya,505
2018,9,Sant Andreu,62,el Congrés i els Indians,Catalunya,294
2018,9,Sant Andreu,63,Navas,Catalunya,339
2018,10,Sant Marti,64,el Camp de l'Arpa del Clot,Catalunya,686
2018,10,Sant Marti,65,el Clot,Catalunya,396
2018,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,Catalunya,217
2018,10,Sant Marti,67,la Vila Olimpica del Poblenou,Catalunya,93
2018,10,Sant Marti,68,el Poblenou,Catalunya,434
2018,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,Catalunya,175
2018,10,Sant Marti,70,el Besòs i el Maresme,Catalunya,712
2018,10,Sant Marti,71,Provençals del Poblenou,Catalunya,304
2018,10,Sant Marti,72,Sant Marti de Provençals,Catalunya,394
2018,10,Sant Marti,73,la Verneda i la Pau,Catalunya,478
2018,1,Ciutat Vella,1,el Raval,Comunitat Valenciana,109
2018,1,Ciutat Vella,2,el Barri Gòtic,Comunitat Valenciana,49
2018,1,Ciutat Vella,3,la Barceloneta,Comunitat Valenciana,28
2018,1,Ciutat Vella,4,Sant Pere,Comunitat Valenciana,32
2018,2,Eixample,5,el Fort Pienc,Comunitat Valenciana,69
2018,2,Eixample,6,la Sagrada Familia,Comunitat Valenciana,72
2018,2,Eixample,7,la Dreta de l'Eixample,Comunitat Valenciana,58
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Comunitat Valenciana,79
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,Comunitat Valenciana,82
2018,2,Eixample,10,Sant Antoni,Comunitat Valenciana,72
2018,3,Sants-Montjuic,11,el Poble Sec,Comunitat Valenciana,72
2018,3,Sants-Montjuic,12,la Marina del Prat Vermell,Comunitat Valenciana,0
2018,3,Sants-Montjuic,13,la Marina de Port,Comunitat Valenciana,35
2018,3,Sants-Montjuic,14,la Font de la Guatlla,Comunitat Valenciana,25
2018,3,Sants-Montjuic,15,Hostafrancs,Comunitat Valenciana,34
2018,3,Sants-Montjuic,16,la Bordeta,Comunitat Valenciana,24
2018,3,Sants-Montjuic,17,Sants - Badal,Comunitat Valenciana,26
2018,3,Sants-Montjuic,18,Sants,Comunitat Valenciana,81
2018,4,Les Corts,19,les Corts,Comunitat Valenciana,54
2018,4,Les Corts,20,la Maternitat i Sant Ramon,Comunitat Valenciana,33
2018,4,Les Corts,21,Pedralbes,Comunitat Valenciana,9
2018,5,Sarria-Sant Gervasi,22,Vallvidrera,Comunitat Valenciana,0
2018,5,Sarria-Sant Gervasi,23,Sarria,Comunitat Valenciana,23
2018,5,Sarria-Sant Gervasi,24,les Tres Torres,Comunitat Valenciana,20
2018,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,Comunitat Valenciana,16
2018,5,Sarria-Sant Gervasi,26,Sant Gervasi - Galvany,Comunitat Valenciana,38
2018,5,Sarria-Sant Gervasi,27,el Putxet i el Farró,Comunitat Valenciana,44
2018,6,Gracia,28,Vallcarca i els Penitents,Comunitat Valenciana,8
2018,6,Gracia,29,el Coll,Comunitat Valenciana,10
2018,6,Gracia,30,la Salut,Comunitat Valenciana,12
2018,6,Gracia,31,la Vila de Gracia,Comunitat Valenciana,98
2018,6,Gracia,32,el Camp d'en Grassot i Gracia Nova,Comunitat Valenciana,47
2018,7,Horta-Guinardó,33,el Baix Guinardó,Comunitat Valenciana,33
2018,7,Horta-Guinardó,34,Can Baró,Comunitat Valenciana,21
2018,7,Horta-Guinardó,35,el Guinardó,Comunitat Valenciana,34
2018,7,Horta-Guinardó,36,la Font d'en Fargues,Comunitat Valenciana,8
2018,7,Horta-Guinardó,37,el Carmel,Comunitat Valenciana,33
2018,7,Horta-Guinardó,38,la Teixonera,Comunitat Valenciana,15
2018,7,Horta-Guinardó,39,Sant Genis dels Agudells,Comunitat Valenciana,18
2018,7,Horta-Guinardó,40,Montbau,Comunitat Valenciana,9
2018,7,Horta-Guinardó,41,la Vall d'Hebron,Comunitat Valenciana,7
2018,7,Horta-Guinardó,42,la Clota,Comunitat Valenciana,1
2018,7,Horta-Guinardó,43,Horta,Comunitat Valenciana,11
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Comunitat Valenciana,21
2018,8,Nou Barris,45,Porta,Comunitat Valenciana,20
2018,8,Nou Barris,46,el Turó de la Peira,Comunitat Valenciana,11
2018,8,Nou Barris,47,Can Peguera,Comunitat Valenciana,0
2018,8,Nou Barris,48,la Guineueta,Comunitat Valenciana,15
2018,8,Nou Barris,49,Canyelles,Comunitat Valenciana,1
2018,8,Nou Barris,50,les Roquetes,Comunitat Valenciana,16
2018,8,Nou Barris,51,Verdun,Comunitat Valenciana,12
2018,8,Nou Barris,52,la Prosperitat,Comunitat Valenciana,23
2018,8,Nou Barris,53,la Trinitat Nova,Comunitat Valenciana,4
2018,8,Nou Barris,54,Torre Baró,Comunitat Valenciana,1
2018,8,Nou Barris,55,Ciutat Meridiana,Comunitat Valenciana,20
2018,8,Nou Barris,56,Vallbona,Comunitat Valenciana,0
2018,9,Sant Andreu,57,la Trinitat Vella,Comunitat Valenciana,17
2018,9,Sant Andreu,58,Baró de Viver,Comunitat Valenciana,1
2018,9,Sant Andreu,59,el Bon Pastor,Comunitat Valenciana,15
2018,9,Sant Andreu,60,Sant Andreu,Comunitat Valenciana,57
2018,9,Sant Andreu,61,la Sagrera,Comunitat Valenciana,36
2018,9,Sant Andreu,62,el Congrés i els Indians,Comunitat Valenciana,19
2018,9,Sant Andreu,63,Navas,Comunitat Valenciana,22
2018,10,Sant Marti,64,el Camp de l'Arpa del Clot,Comunitat Valenciana,63
2018,10,Sant Marti,65,el Clot,Comunitat Valenciana,38
2018,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,Comunitat Valenciana,21
2018,10,Sant Marti,67,la Vila Olimpica del Poblenou,Comunitat Valenciana,10
2018,10,Sant Marti,68,el Poblenou,Comunitat Valenciana,41
2018,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,Comunitat Valenciana,7
2018,10,Sant Marti,70,el Besòs i el Maresme,Comunitat Valenciana,41
2018,10,Sant Marti,71,Provençals del Poblenou,Comunitat Valenciana,38
2018,10,Sant Marti,72,Sant Marti de Provençals,Comunitat Valenciana,29
2018,10,Sant Marti,73,la Verneda i la Pau,Comunitat Valenciana,21
2018,1,Ciutat Vella,1,el Raval,Extremadura,12
2018,1,Ciutat Vella,2,el Barri Gòtic,Extremadura,2
2018,1,Ciutat Vella,3,la Barceloneta,Extremadura,1
2018,1,Ciutat Vella,4,Sant Pere,Extremadura,1
2018,2,Eixample,5,el Fort Pienc,Extremadura,4
2018,2,Eixample,6,la Sagrada Familia,Extremadura,10
2018,2,Eixample,7,la Dreta de l'Eixample,Extremadura,9
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Extremadura,6
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,Extremadura,10
2018,2,Eixample,10,Sant Antoni,Extremadura,8
2018,3,Sants-Montjuic,11,el Poble Sec,Extremadura,13
2018,3,Sants-Montjuic,12,la Marina del Prat Vermell,Extremadura,0
2018,3,Sants-Montjuic,13,la Marina de Port,Extremadura,2
2018,3,Sants-Montjuic,14,la Font de la Guatlla,Extremadura,3
2018,3,Sants-Montjuic,15,Hostafrancs,Extremadura,11
2018,3,Sants-Montjuic,16,la Bordeta,Extremadura,1
2018,3,Sants-Montjuic,17,Sants - Badal,Extremadura,1
2018,3,Sants-Montjuic,18,Sants,Extremadura,10
2018,4,Les Corts,19,les Corts,Extremadura,5
2018,4,Les Corts,20,la Maternitat i Sant Ramon,Extremadura,2
2018,4,Les Corts,21,Pedralbes,Extremadura,0
2018,5,Sarria-Sant Gervasi,22,Vallvidrera,Extremadura,0
2018,5,Sarria-Sant Gervasi,23,Sarria,Extremadura,4
2018,5,Sarria-Sant Gervasi,24,les Tres Torres,Extremadura,0
2018,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,Extremadura,1
2018,5,Sarria-Sant Gervasi,26,Sant Gervasi - Galvany,Extremadura,2
2018,5,Sarria-Sant Gervasi,27,el Putxet i el Farró,Extremadura,7
2018,6,Gracia,28,Vallcarca i els Penitents,Extremadura,1
2018,6,Gracia,29,el Coll,Extremadura,0
2018,6,Gracia,30,la Salut,Extremadura,5
2018,6,Gracia,31,la Vila de Gracia,Extremadura,6
2018,6,Gracia,32,el Camp d'en Grassot i Gracia Nova,Extremadura,7
2018,7,Horta-Guinardó,33,el Baix Guinardó,Extremadura,4
2018,7,Horta-Guinardó,34,Can Baró,Extremadura,1
2018,7,Horta-Guinardó,35,el Guinardó,Extremadura,8
2018,7,Horta-Guinardó,36,la Font d'en Fargues,Extremadura,0
2018,7,Horta-Guinardó,37,el Carmel,Extremadura,1
2018,7,Horta-Guinardó,38,la Teixonera,Extremadura,0
2018,7,Horta-Guinardó,39,Sant Genis dels Agudells,Extremadura,1
2018,7,Horta-Guinardó,40,Montbau,Extremadura,1
2018,7,Horta-Guinardó,41,la Vall d'Hebron,Extremadura,1
2018,7,Horta-Guinardó,42,la Clota,Extremadura,0
2018,7,Horta-Guinardó,43,Horta,Extremadura,4
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Extremadura,7
2018,8,Nou Barris,45,Porta,Extremadura,4
2018,8,Nou Barris,46,el Turó de la Peira,Extremadura,2
2018,8,Nou Barris,47,Can Peguera,Extremadura,0
2018,8,Nou Barris,48,la Guineueta,Extremadura,5
2018,8,Nou Barris,49,Canyelles,Extremadura,0
2018,8,Nou Barris,50,les Roquetes,Extremadura,0
2018,8,Nou Barris,51,Verdun,Extremadura,2
2018,8,Nou Barris,52,la Prosperitat,Extremadura,3
2018,8,Nou Barris,53,la Trinitat Nova,Extremadura,0
2018,8,Nou Barris,54,Torre Baró,Extremadura,0
2018,8,Nou Barris,55,Ciutat Meridiana,Extremadura,3
2018,8,Nou Barris,56,Vallbona,Extremadura,0
2018,9,Sant Andreu,57,la Trinitat Vella,Extremadura,1
2018,9,Sant Andreu,58,Baró de Viver,Extremadura,0
2018,9,Sant Andreu,59,el Bon Pastor,Extremadura,6
2018,9,Sant Andreu,60,Sant Andreu,Extremadura,6
2018,9,Sant Andreu,61,la Sagrera,Extremadura,2
2018,9,Sant Andreu,62,el Congrés i els Indians,Extremadura,1
2018,9,Sant Andreu,63,Navas,Extremadura,2
2018,10,Sant Marti,64,el Camp de l'Arpa del Clot,Extremadura,5
2018,10,Sant Marti,65,el Clot,Extremadura,4
2018,10,Sant Marti,66,el Parc i la Llacuna del Poblenou,Extremadura,0
2018,10,Sant Marti,67,la Vila Olimpica del Poblenou,Extremadura,0
2018,10,Sant Marti,68,el Poblenou,Extremadura,4
2018,10,Sant Marti,69,Diagonal Mar i el Front Maritim del Poblenou,Extremadura,0
2018,10,Sant Marti,70,el Besòs i el Maresme,Extremadura,6
2018,10,Sant Marti,71,Provençals del Poblenou,Extremadura,1
2018,10,Sant Marti,72,Sant Marti de Provençals,Extremadura,7
2018,10,Sant Marti,73,la Verneda i la Pau,Extremadura,3
2018,1,Ciutat Vella,1,el Raval,Galicia,35
2018,1,Ciutat Vella,2,el Barri Gòtic,Galicia,9
2018,1,Ciutat Vella,3,la Barceloneta,Galicia,6
2018,1,Ciutat Vella,4,Sant Pere,Galicia,23
2018,2,Eixample,5,el Fort Pienc,Galicia,23
2018,2,Eixample,6,la Sagrada Familia,Galicia,37
2018,2,Eixample,7,la Dreta de l'Eixample,Galicia,36
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Galicia,38
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,Galicia,37
2018,2,Eixample,10,Sant Antoni,Galicia,34
